full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
3 BHK Flat In 14th Avenue Gaur City 2 for Rent  In Gaur City 2,,20000,1500,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-20000/8aa9b5cb9b7ca8a2019b7d1c67d91eb8/detail
4 BHK Apartment In Parsvnath Panorama for Rent  In Jaypee Greens,Parsvnath Panorama,55000,3000,,4 BHK,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-jaypee-greens-greater_noida-for-rs-55000/8a9fb982826706360182672289d90a9c/detail
1 BHK Flat for Rent  In Hba Techzone Residency,,14000,625,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hba-techzone-residency-noida-for-rs-14000/8a9faa1f947d665301947dd575df3279/detail
2 BHK Apartment In Amrapali Tropical Garden for Rent  In Tech Zone Iv,Amrapali Tropical Garden,18000,670,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-18000/8aa9b5cb9b7ca8a2019b7d12a0451ab4/detail
4 BHK Apartment In Celestial Palace for Rent  In Pi I & Ii,Celestial Palace,25000,1600,,4 BHK,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-pi-i-%26-ii-greater_noida-for-rs-25000/8a9f848697403f7801974097284a1c57/detail
"3 BHK Apartment In Migsun Vilaasa, Eta Ii, Greater Noida for Rent  In Eta Ii, Greater Noida","Migsun Vilaasa, Eta II, Greater Noida",40000,1925,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater-noida-greater_noida-for-rs-40000/8a9fc74392580f330192586b843110ae/detail
"3 BHK Apartment In Ats Allure for Rent  In  Yamuna Expressway, Greater Noida",Ats Allure,16000,1350,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--yamuna-expressway-greater-noida-greater_noida-for-rs-16000/8a9f8a038fc7e27f018fc80345fd0fef/detail
3 BHK Apartment In Ajnara Homes Ph-ii for Rent  In Sector-16b,Ajnara Homes Ph-Ii,30000,1795,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-30000/8a9fc58288af0fd30188afc0cc4f775a/detail
1 RK Flat In Standalone Building  for Rent  In Surajpur,,9000,300,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-9000/8a9fb9827f256586017f25cca6c53ea2/detail
2 BHK Apartment In Nbcc Dream Valley for Rent  In Ithaira,NBCC Dream Valley,20000,805,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ithaira-noida-for-rs-20000/8aa9b5269bb02829019bb101446651b1/detail
"2 BHK Flat In Gaur City 7th Avenue for Rent  In 201009, 7th Avenue",,25000,1165,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-201009-7th-avenue-greater_noida-for-rs-25000/8aa9a2c49c5b63bc019c5b9db7261770/detail
"3 BHK Apartment In Nbcc Centurian Park Tropical Garden, Techzone 4 for Rent  In Techzone 4","NBCC Centurian Park Tropical Garden, Techzone 4",20000,1185,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-noida-for-rs-20000/8aa996079ae9e381019aea2c4e8912cb/detail
1 BHK Flat In 30 Meter Flat Sector Mu-2 for Rent  In Sector Mu 2,,6500,322,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-mu-2-greater_noida-for-rs-6500/8aa9b9379bedf4b7019bee00ee1201a3/detail
3 BHK Apartment In Ratan Pearls for Rent  In Ratan Pearls Noida Extension,Ratan Pearls,28000,1386,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ratan-pearls-noida-extension-greater_noida-for-rs-28000/8a9f92038ea3342e018ea36c042c2316/detail
3 BHK Apartment In Panchsheel Hynish for Rent  In Panchsheel Hynish,Panchsheel Hynish,25000,1190,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panchsheel-hynish-greater_noida-for-rs-25000/8a9f89849677614e01967779b53c0814/detail
3 BHK Apartment In  Coco County  for Rent  In Vaidpura,Coco County,15000,1192,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-vaidpura-greater_noida-for-rs-15000/8aa99da398fe82320198fed173fc369b/detail
2 BHK Flat for Rent  In Kulesara,,17000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kulesara-greater_noida-for-rs-17000/8a9f9b859633ff0c0196340ec11f04e8/detail
2 BHK Flat In Standalone Building  for Rent  In Sector 1,,30000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-30000/8a9f934c94bac57f0194bb1e8a9d2554/detail
1 BHK Flat for Rent  In Kulesara,,6500,700,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kulesara-greater_noida-for-rs-6500/8a9fbc8395282d9e0195285707130ee6/detail
"2 BHK Apartment In Amrapali Riverview for Rent  In Techzone 4,",Amrapali Riverview,15000,845,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4--greater_noida-for-rs-15000/8a9f970391d14e1d0191d16d1f3609ff/detail
3 BHK Flat In Ats Happy Trails for Rent  In Sector 10,,30000,1275,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-30000/8a9fb08395f24f870195f2558ee0007c/detail
"1 BHK Apartment In Avj Heights for Rent  In Zeta I,",AVJ Heights,11000,600,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-zeta-i--greater_noida-for-rs-11000/8a9fba84956aed1301956b11bf9203bc/detail
"3 BHK Flat In Nirala Aspire Phase I for Rent  In Noida Extension, Noida",,20000,1084,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-noida-noida-for-rs-20000/8a9f82a29c5261a5019c52e1d8ef12a8/detail
"3 BHK Flat In Rg Luxury Homes for Rent  In Rg Luxury Homes, Sector 16b Rd, Bhangel, Greater Noida, Ithaira, Uttar Pradesh 201318, India",,25000,1565,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rg-luxury-homes-sector-16b-rd-bhangel-greater-noida-ithaira-uttar-pradesh-201318-india-greater_noida-for-rs-25000/8aa9b3949c5fae4e019c60445fbb4455/detail
3 BHK Apartment In Trident Embassy Reso for Rent  In Sector 1,Trident Embassy Reso,28000,1272,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-28000/8aa9b7309c5fae6f019c5fcaf5e40a24/detail
2 BHK Flat In Oasis Grandstan for Rent  In Sector 22d,,20000,1045,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-20000/8aa9b3669c028e02019c02f0bd43190c/detail
3 BHK Apartment In Supertech Eco Village 1 for Rent  In Sector 1,Supertech eco village 1,20000,1370,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8aa9b2399c5b63b4019c5c7ef8a87416/detail
2 BHK Apartment In Samridhi Grand Avenue for Rent  In Sector  150,Samridhi Grand Avenue,25000,1165,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector--150-greater_noida-for-rs-25000/8a9faa83955762d201955797712d0dc6/detail
3 BHK Flat In Sankalp Society  for Rent  In  Omicron I,,25000,1200,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--omicron-i-greater_noida-for-rs-25000/8a9fac849938ccf3019938d3f4c501f8/detail
1 BHK Apartment In  Sree Ram Apartment for Rent  In Vaidpura,Sree Ram Apartment,7000,320,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vaidpura-greater_noida-for-rs-7000/8aa99a609c546a3c019c5559adcb255b/detail
3 BHK Flat In Habitech Greens for Rent  In Village- Chuhadpur Khadar Chi V,,35000,2098,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-village--chuhadpur-khadar-chi-v-greater_noida-for-rs-35000/8aa9b83e9b206458019b208e380811a9/detail
1 BHK Flat for Rent  In Greater Noida,,10000,600,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-greater-noida-greater_noida-for-rs-10000/8aa9a3539c599139019c5a7503571e2d/detail
3 BHK Apartment In Victory One Central for Rent  In Sector 12,Victory One Central,18000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-12--noida-for-rs-18000/8a9fbd827f685bc3017f68a53ed42be6/detail
3 BHK Apartment In Purvanchal for Rent  In Chi V,purvanchal,37000,825,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chi-v-greater_noida-for-rs-37000/8a9f9983909cbe9c01909cfe6423144c/detail
2 BHK Flat for Rent  In Tilapta,,7500,900,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tilapta--greater_noida-for-rs-7500/8a9f918596f6dc860196f739f7dd276d/detail
2 BHK Apartment In Supertech Eco Village-1 for Rent  In Sector 1,Supertech Eco village-1,20200,900,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-20200/8aa9a9df9b34fd54019b351ed4150b35/detail
2 BHK Apartment In Ansal Sushant Serene Residency  for Rent  In Eta Ii,Ansal Sushant Serene Residency,18000,1189,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii--greater_noida-for-rs-18000/8a9fa085944451b5019444b3e09d274d/detail
2 BHK Flat In Nirala Greenshire for Rent  In Nirala Greenshire,,18000,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nirala-greenshire-greater_noida-for-rs-18000/8a9fd6838865b58801886610ca1b46b9/detail
1 RK Flat In Standlone Building for Rent  In Bisrakh,,4000,168,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-bisrakh-greater_noida-for-rs-4000/8aa9ba069acdfe6a019ace46320c21bd/detail
1 BHK Flat In Adarsh Vihar Society for Rent  In Chi Iv,,8000,400,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chi-iv-greater_noida-for-rs-8000/8a9f964390693f12019069b05fa42597/detail
"2 BHK Apartment In Stellar Jeevan, Sector 1 for Rent  In Stellar Jeevan","Stellar Jeevan, Sector 1",25000,1192,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-stellar-jeevan-noida-for-rs-25000/8aa9a9079b2fd740019b310f5f1c0174/detail
2 BHK Apartment In Ace Divino for Rent  In Ace Divino,ACE DIVINO,18500,995,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ace-divino-greater_noida-for-rs-18500/8a9f0f8288375480018837cdc7a655bd/detail
"2 BHK Flat In Panchsheel Greens 2  for Rent  In  Noida Extension, Noida",,18000,915,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-noida-noida-for-rs-18000/8a9f93438fafda54018fb0463fdf335e/detail
2 BHK Apartment In Sanskriti Garden for Rent  In Roza Jalalpur,Sanskriti Garden,10000,714,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-roza-jalalpur-greater_noida-for-rs-10000/8aa9a0029c2d8a40019c2dc09cf81488/detail
3 BHK Flat In Amrapali River View for Rent  In Amrapali Leisure Valley,,25000,1145,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-leisure-valley-greater_noida-for-rs-25000/8a9f8ecf8ec2f4d7018ec305ad2e0585/detail
2 BHK Apartment In Jm Florence for Rent  In Tech Zone Iv,Jm Florence,9000,1060,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-9000/ff8081816e92b53f016e933b62696b76/detail
1 RK Flat In Standlone Building for Rent  In  Devla,,3500,120,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--devla-greater_noida-for-rs-3500/8aa9b9709c3c4732019c3ca844f82960/detail
2 BHK Apartment In Today Homes Kings Park for Rent  In Omega I,Today Homes Kings Park,20000,1100,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omega-i-greater_noida-for-rs-20000/8a9f138287dfc8bc0187e067afdd6419/detail
"1 RK Flat In Standalone for Rent  In Surajpur,",,4500,350,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur--greater_noida-for-rs-4500/8aa9baaf9c3b33e4019c3c32ba49679b/detail
1 BHK Flat In Panchmukhi Apartment Sector 3 G.noida Infront Of Ace City for Rent  In Patwari,,7500,450,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-patwari-noida-for-rs-7500/8a9f91fe73b7f3220173b815912116c0/detail
4 BHK Apartment In Ats Rhapsody  for Rent  In Ats Rhapsody Tower 7,ATS RHAPSODY,45000,2400,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-ats-rhapsody-tower-7-greater_noida-for-rs-45000/8aa9becd9c3b347b019c3bb8d4a82909/detail
1 BHK Flat for Rent  In Mu Ii,,5000,600,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mu-ii-greater_noida-for-rs-5000/8a9f92217633045c0176330bb3750400/detail
3 BHK Apartment In French Apartments for Rent  In Sector-16b,French Apartments,17500,1250,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-17500/8a9fbe827f44efd0017f456619e048f5/detail
"2 BHK Flat In Greater Noida Authority Apartment for Rent  In Surajpur Site 4,",,15000,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-site-4--greater_noida-for-rs-15000/8a9fbf828199ac98018199d0f4721bc7/detail
3 BHK Flat In Apmrupalli Centurian Park for Rent  In Noida Extension Sector 1,,25000,1625,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-sector-1-noida-for-rs-25000/8a9fb08395f105870195f1498c6717f7/detail
2 BHK Flat In Ecovillege 3 for Rent  In Supertech Eco Village 3 Oxford Square,,17000,925,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-supertech-eco-village-3-oxford-square-greater_noida-for-rs-17000/8a9ffd8389214b6801892190441f2576/detail
1 RK Flat In Apartment for Rent  In Surajpur,,5500,150,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5500/8aa9a8ec9c2d8a3e019c2d9d8f5305fd/detail
2 BHK Flat for Rent  In Kulesara,,11000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kulesara-greater_noida-for-rs-11000/8aa9af639c2d5116019c2d9c91ea2041/detail
1 BHK Flat In Oasis Grandstand for Rent  In Salarpur,,12000,790,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-salarpur-greater_noida-for-rs-12000/8aa9b7849c1da23e019c1df9707b295e/detail
3 BHK Apartment In Trinity High Street for Rent  In Jalpura,Trinity High Street,17000,1370,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-17000/8a9fac849975d0fb0199760abc6813e2/detail
3 BHK Flat In 16th Park View for Rent  In Gaur Yamuna City,,20000,1375,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-yamuna-city-greater_noida-for-rs-20000/8aa9a4899c2cd3e6019c2ce3aa72058f/detail
2 BHK Flat In 16th Parkview Gaur Yamuna City for Rent  In Yamuna Expressway Industrial Development Authority,,16000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expressway-industrial-development-authority-greater_noida-for-rs-16000/8a9fcd828326366e018326b1a0426573/detail
1 BHK Flat In Standalone Building  for Rent  In Surajpur,,6000,516,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur--greater_noida-for-rs-6000/8aa9b07e9c2bc117019c2c469b7d2ce9/detail
1 RK Flat for Rent  In Devla,,3500,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-3500/8aa9a3bc9c284e31019c287e8b6c149f/detail
2 BHK Flat In Park View  for Rent  In Gaur City,,22000,800,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-greater_noida-for-rs-22000/8aa9bda19c3720a8019c37de9a045376/detail
1 RK Flat for Rent  In Kulesara,,2700,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kulesara-greater_noida-for-rs-2700/8a9f8d859633ff0d019634050762010d/detail
1 RK Flat In Rajendra Apartment for Rent  In Surajpur,,5000,405,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9fa98594cb13f10194cb1cbf810210/detail
1 BHK Flat for Rent  In Tilpata Karanwas,,5000,623,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tilpata-karanwas-greater_noida-for-rs-5000/8aa9b8a19c22bc73019c22f1577215d6/detail
1 RK Flat In Apartment for Rent  In Surajpur,,8000,150,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-8000/8a9fad8599320ede0199325d91b922d8/detail
1 BHK Flat for Rent  In Surajpur,,3800,800,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3800/8a9fa787998023c301998070b8e01e02/detail
2 BHK Flat for Rent  In Delta I,,14000,645,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-delta-i-greater_noida-for-rs-14000/8a9f8606703dc31501703e86672d5819/detail
1 BHK Flat for Rent  In Delta I,,16000,650,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-delta-i-greater_noida-for-rs-16000/8a9fae85969a91e101969aae5d070b7f/detail
2 BHK Flat In J M Florance for Rent  In Jm Florence,,20000,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jm-florence-greater_noida-for-rs-20000/8aa9b92a9c0f6e05019c0fe7db1e1d2c/detail
1 RK Apartment In Urbainia Trinity Nx (phase Ii) for Rent  In Noida Extension,Urbainia Trinity NX &#40;phase II&#41;,25000,500,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-25000/8aa99586991cfa2501991d0a1feb037b/detail
1 BHK Flat In Sb for Rent  In Surajpur,,5000,489,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9f8d8697cadd1f0197caeb74a004ce/detail
1 RK Flat In Runway Suites for Rent  In  Achheja Buzurg,,18000,460,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--achheja-buzurg-greater_noida-for-rs-18000/8aa9bdcb9a71c500019a7219e2a8292d/detail
2 BHK Apartment In Vihaan Greens for Rent  In Sector 1,Vihaan Greens,14000,1075,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-14000/8a9faf8597d3e0600197d44f469c30b7/detail
1 RK Flat In Apartment for Rent  In Sector Alpha I,,25000,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-alpha-i-greater_noida-for-rs-25000/8aa99c5b9c183a6b019c189c66fd2a19/detail
4 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,50000,2600,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-50000/8a9f8f4592e6240c0192e661a32a108c/detail
1 BHK Flat In Bhs 10 for Rent  In Mu Ii,,10000,360,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mu-ii-greater_noida-for-rs-10000/8a9f8c839250c35301925134205329be/detail
3 BHK Flat In Gaur Yamuna City 16th Park View Gyc for Rent  In Gaur Yamuna City,,26000,1475,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-yamuna-city-greater_noida-for-rs-26000/8a9f84838f2d638c018f2dc0129b3152/detail
1 BHK Flat for Rent  In Ballukhera,,4000,320,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-ballukhera-greater_noida-for-rs-4000/8aa9869b9c13394c019c134a8ed905c8/detail
3 BHK Apartment In Supertech Ecovillage 1 for Rent  In Supertech Ecovillage 1 (correct Address),Supertech Ecovillage 1,20000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-supertech-ecovillage-1-%26-40%3bcorrect-address%26-41%3b-greater_noida-for-rs-20000/8a9fdf8284985b0d018498d681c44c11/detail
1 BHK Flat In Dhudhewar Colony for Rent  In Gaur City 2,,10000,500,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-10000/8a9fa9839a1ee6ec019a1f0f8f591118/detail
2 BHK Flat In 16th Parkview for Rent  In Dhanpura,,12000,1270,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-dhanpura-greater_noida-for-rs-12000/8a9f91038f0f76aa018f0fb9f15b2295/detail
1 BHK Flat In Supertech Golf Country for Rent  In Sector 22b,,10000,695,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-22b-greater_noida-for-rs-10000/8a9f878399e11a820199e176ee8f23f5/detail
"2 BHK Flat for Rent  In , Beta 1",,17000,1205,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--beta-1-greater_noida-for-rs-17000/8a9f8f839a526672019a52c7f8d827c2/detail
2 BHK Apartment In Gaur City 7th Avenue for Rent  In 7th Avenue,Gaur City 7Th Avenue,22500,1075,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-7th-avenue-noida-for-rs-22500/8a9f879f980977cc01980993ba1d0805/detail
1 BHK Flat for Rent  In Surajpur,,5500,500,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5500/8a9f908795db28ba0195db3ee7c10720/detail
3 BHK Flat In Panchsheel Green 1 for Rent  In Panchsheel Greens 1,,20000,1300,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panchsheel-greens-1-noida-for-rs-20000/8a9f8c838ccd1960018cce2167f51479/detail
1 RK Flat for Rent  In Surajpur,,8000,100,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-8000/8a9fad8597cad5600197caeba1190708/detail
3 BHK Flat In Oasis Grandstand for Rent  In Sector 22d,,15000,1405,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-15000/8a9fa19c982268d5019822a6f3411b12/detail
1 RK Flat In Stand Alone Bulding for Rent  In Kulesara,,4000,192,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kulesara-greater_noida-for-rs-4000/8a9f878f9826b1d6019826ed9002214d/detail
1 BHK Flat In Standlone Building for Rent  In Sanskriti Garden,,7000,560,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sanskriti-garden-noida-for-rs-7000/8a9f8e859694200f019694256ec40072/detail
2 BHK Flat for Rent  In Shahberi,,13000,600,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-shahberi-ghaziabad-for-rs-13000/8a9fad839a1a9c12019a1af1a59f2245/detail
2 BHK Flat for Rent  In Supertech Ecovillage 2,,19000,1100,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-supertech-ecovillage-2-greater_noida-for-rs-19000/8a9f91a29bef083f019bef2e98d208e4/detail
1 BHK Flat In Apartment  for Rent  In Sector 16c,,6500,450,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-16c-ghaziabad-for-rs-6500/8a9f96828594b2d5018594e8c2801a86/detail
1 RK Flat In Apartment for Rent  In Surajpur,,5000,150,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9fac8497cacf1a0197cafc347f0f9c/detail
1 BHK Flat In Mu 2 for Rent  In Sector Mu 2,,6000,538,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-mu-2-greater_noida-for-rs-6000/8a9fdc8286a648870186a6a871ab4876/detail
1 RK Flat In Sd for Rent  In Surajpur,,6000,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-6000/8aa997b29bf42dc1019bf494eec33104/detail
1 RK Flat In Raghav Ji Awas for Rent  In Surajpur,,5000,168,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9fae8496332b2201963371bdab1d16/detail
3 BHK Apartment In Alstonia Apartments for Rent  In Sector Pi-1,Alstonia Apartments,18000,1725,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-18000/8a9f8f849a3e413f019a3e84af592198/detail
3 BHK Apartment In Sigma Apartments for Rent  In Beta I,Sigma Apartments,32000,1450,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-beta-i-greater_noida-for-rs-32000/8aa9baaf9bd56473019bd68a1df404f1/detail
1 RK Flat for Rent  In Devla,,5000,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-5000/8a9f848698df9d720198dfa87e3b0353/detail
2 BHK Flat In 16th Parkview Gaur Yamuna City for Rent  In Sector 19,,12000,1270,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-19-greater_noida-for-rs-12000/8a9f8c9671f339560171f39c20ad1e12/detail
2 BHK Apartment In Migsun Twinz for Rent  In Eta Ii,migsun twinz,16000,1060,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-16000/8a9f934391a1ab2e0191a1dfb5c1162a/detail
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,16000,835,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4--greater_noida-for-rs-16000/8a9f8c849619e63901961a27fd561afb/detail
2 BHK Apartment In Krishna Elite Homes for Rent  In Jalpura,Krishna Elite Homes,16000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-16000/8aa9b5e49be3a7cc019be452a55e39e3/detail
"1 BHK Flat In Standalone Building  for Rent  In Tilapta Village,",,5000,500,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tilapta-village--greater_noida-for-rs-5000/8a9f96828413bfc201841456be3e5e79/detail
