full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
1 RK Flat In Standalone Building  for Rent  In Kuleshra,,5000,140,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kuleshra-greater_noida-for-rs-5000/8a9fae83965804ab01965852faef1e6c/detail
2 BHK Apartment In Devika Gold Homz for Rent  In Devika Gold Homz,devika gold homz,15000,765,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-devika-gold-homz-noida-for-rs-15000/8aa9a2579bd020eb019bd06dc7182589/detail
2 BHK Flat for Rent  In Gamma 1 Rd,,17000,600,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gamma-1-rd-greater_noida-for-rs-17000/8aa9b0789bd95b0c019bda3816a85303/detail
3 BHK Flat In 11th Avenue for Rent  In Gaur City 2,,21000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-21000/8a9f80839aa4cc25019aa52289120712/detail
3 BHK Apartment In Ats Rhapsody for Rent  In Sector 1,ATS Rhapsody,36000,2400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-36000/8aa9a34f9bd95b0e019bda4c69d66106/detail
"3 BHK Apartment In Migsun Ultimo, Omicron 3, Greater Noida for Rent  In Omicron 3, Greater Noida","Migsun Ultimo, Omicron 3, Greater Noida",24000,1389,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-3-greater-noida-greater_noida-for-rs-24000/8a9f8a038f4346ad018f43836027215c/detail
"3 BHK Apartment In Khushboo Apartments for Rent  In Pi I & Ii, Pi I & Ii",Khushboo Apartments,20000,1700,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-pi-i-%26-ii-pi-i-%26-ii-greater_noida-for-rs-20000/8a9fb2827a13a57a017a13acd2b402d4/detail
1 RK Flat In Stadalone Building for Rent  In Tilpata Karanwas,,3000,150,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-tilpata-karanwas-greater_noida-for-rs-3000/8aa99cbe9bc4c1b7019bc5ea7f646bd9/detail
4 BHK Apartment In Ace Platinim for Rent  In  Zeta I,ace platinim,28000,1700,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in--zeta-i-greater_noida-for-rs-28000/8a9f92827a434968017a43627abf0bc5/detail
1 RK Flat In Builder Floor for Rent  In Surajpur,,3700,240,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3700/8a9fac827d2b6bcc017d2c0df91c5bae/detail
1 RK Flat for Rent  In Surajpur,,2700,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-2700/8a9fa18996ddf0680196de1a303411fb/detail
2 BHK Flat for Rent  In Devla,,8000,600,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-devla-greater_noida-for-rs-8000/8a9f8e8498dae4060198db4ddaba3a02/detail
2 BHK Flat In Ace Divino for Rent  In Sector 1,,22000,1050,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-22000/8aa994a79bcafb1b019bcb680b2b384d/detail
1 RK Flat In Sd for Rent  In Surajpur,,12000,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-12000/8aa9a8d49bc9e7d1019bcad75dd160c9/detail
2 BHK Flat In Bansal'home for Rent  In Surajpur,,9000,800,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-9000/8a9f915b730e41b701730ebc699e3bc8/detail
2 BHK Apartment In  Verona Heights for Rent  In Techzone 4,Verona Heights,20000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4-noida-for-rs-20000/8aa9b1bc9be5db13019be62c19721b37/detail
1 RK Flat In Sd for Rent  In Surajpur,,3000,200,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3000/8aa996149bc5f709019bc641d3671e8b/detail
2 BHK Apartment In Capital Athena for Rent  In Bisrakh Jalalpur,Capital Athena,20000,1100,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-20000/8aa9990e9bbb6b52019bbb7040e00082/detail
"1 BHK Flat for Rent  In Kulesara,",,15000,490,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kulesara--noida-for-rs-15000/8aa996fc9aa5a764019aa5eb2dc11d61/detail
3 BHK Apartment In Alstonia Apartments for Rent  In Sector Pi-1,Alstonia Apartments,27000,1725,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-27000/8a9f8c83935c202201935c7675371a9e/detail
2 BHK Flat In Supertech Eco Village 1 for Rent  In  Sector 1,,20000,890,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-1-greater_noida-for-rs-20000/8aa999829bbf9b7e019bbff21b371033/detail
1 BHK Flat for Rent  In Zeta I,,5000,450,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-5000/8a9f918495dc0e770195e0fa98bc1cae/detail
1 BHK Flat for Rent  In Tilapta,,7500,600,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tilapta-greater_noida-for-rs-7500/8aa99a8c9bb6619e019bb6bfa04c2463/detail
"2 BHK Apartment In Dev Sai - Sportshome for Rent  In  Noida Extension,",Dev Sai - Sportshome,25000,1246,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension--greater_noida-for-rs-25000/8aa9b9ed9bb6615c019bb6bb41fe242f/detail
1 RK Flat In Standalone Building  for Rent  In Haldoni Mod,,3000,120,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-haldoni-mod--noida-for-rs-3000/8aa9a7ab9a9fa56e019a9ffa2a722808/detail
1 BHK Flat In Apartment  for Rent  In Surajpur,,6000,500,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-6000/8aa99dd09bb13acf019bb187b9a01f22/detail
2 BHK Apartment In Jm Florence for Rent  In Techzone 4,JM Florence,25000,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-25000/8a9fb9839674c5fd0196752eb00408ab/detail
1 RK Flat for Rent  In Devla,,3000,240,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-3000/8aa993d89ba5db7e019ba64e1cea2367/detail
2 BHK Flat In Standalone Building  for Rent  In Sector 36,,17000,1300,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-36-greater_noida-for-rs-17000/8a9f9682797eee3e01797f11e9af0ddd/detail
2 BHK Apartment In Presithum for Rent  In Formula 1 Racing Track,Presithum,25000,1270,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-formula-1-racing-track-greater_noida-for-rs-25000/8a9f9144928fd8e00192901a8aa311f5/detail
2 BHK Flat for Rent  In Gamma 1,,16000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gamma-1-greater_noida-for-rs-16000/8aa98da99b977b1e019b97de893a2bbb/detail
1 BHK Flat for Rent  In Devla,,6000,400,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-devla-greater_noida-for-rs-6000/8aa9a3df9ba5db6b019ba64f8c6f2270/detail
1 BHK Flat In Mohan Singh for Rent  In Surajpur,,5000,900,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9f8e838d25ef63018d2656a72e5292/detail
2 BHK Flat In Amaatra Homes for Rent  In Vaidpura,,18000,965,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vaidpura-noida-for-rs-18000/8a9f9743922a241f01922a42611a0486/detail
2 BHK Apartment In Ekdant Rawal Residency for Rent  In Dadri,Ekdant Rawal Residency,10000,550,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-dadri-greater_noida-for-rs-10000/8aa9bbf09ba1c83e019ba2b51b8563dc/detail
1 RK Flat In Apartment for Rent  In Devla,,4500,144,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-4500/8aa9bbf09ba1c83e019ba20cb1571c28/detail
1 RK Flat In Standalone Building  for Rent  In Surajpur,,5500,160,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5500/8a9fa68280bd84c30180bdb0ab2317bc/detail
1 BHK Apartment In Greno Green Residency for Rent  In Jalpura,Greno Green Residency,11000,800,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-11000/8a9f94827998094a01799868a40f2e36/detail
2 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,16000,850,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-16000/8aa9b33c9b8c1bbd019b8d0bfefd5f27/detail
2 BHK Apartment In Mahagun Mantra Ii for Rent  In Sector 10,Mahagun Mantra Ii,15500,1150,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-15500/8aa9bbca9b914211019b91a62d471a32/detail
2 BHK Flat In Gaur Yamuna City for Rent  In Greater Noida,,16000,1075,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-greater-noida--greater_noida-for-rs-16000/8a9fb28499b8c3460199b9345bbf2df8/detail
3 BHK Flat In Hig Flats for Rent  In Omicron I,,17000,1200,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-i-greater_noida-for-rs-17000/8a9faa8278f864680178f8fdbdea4455/detail
3 BHK Apartment In Ace Platinum for Rent  In Zeta I,Ace Platinum,25000,1450,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-25000/8a9f95827a148ba8017a14ece96d2f6c/detail
3 BHK Apartment In Shri Radha Aqua Garden for Rent  In Sector 16b,Shri Radha Aqua Garden,30000,1500,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-30000/8a9f848698cc61810198ccbfba34246b/detail
2 BHK Flat In Gaur Yamuna City for Rent  In Yamuna Expy,,22000,1250,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expy-greater_noida-for-rs-22000/8a9f8d839a571e9d019a578817c71567/detail
2 BHK Flat In Aman Kunj for Rent  In Surajpur,,10000,712,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-10000/8a9f8b8a98b7c0400198b7d8db9e0a60/detail
"3 BHK Flat In Super Tech Eco Village 1, Sector 1 for Rent  In Jalalpur",,23000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalalpur-greater_noida-for-rs-23000/8a9f88838f70c5ff018f70f9c7a61bd0/detail
"3 BHK Flat In Jalvayu Vihar, Jal Vayu Vihar for Rent  In Jal Vayu Vihar",,27000,1480,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jal-vayu-vihar-noida-for-rs-27000/8a9f82229c5faf07019c6074687b3c88/detail
3 BHK Apartment In Sam Palm Olympia for Rent  In Sector 16c,Sam Palm Olympia,27500,1457,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16c-noida-for-rs-27500/8a9fac92986a802c01986ae1b3a22833/detail
3 BHK Apartment In Nirala Estate for Rent  In Techzone 4,Nirala Estate,28000,1760,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-28000/8a9fc8827e7e181c017e8032d390398b/detail
2 BHK Apartment In Hawelia Valenova Park for Rent  In Techzone 4,HAWELIA VALENOVA PARK,21000,1120,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-21000/8a9f8a8278e8db2b0178e8e9900c06f7/detail
"2 BHK Apartment In Omkar Royal Nest, Tech Zone Iv for Rent  In Tech Zone Iv","Omkar Royal Nest, Tech Zone IV",2100,985,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-2100/8aa9955e9c65b0b3019c66c3c79f7820/detail
"2 BHK Apartment In Earthcon Casa Grande  for Rent  In Chi 5, Greater Noida",Earthcon Casa Grande,22000,1060,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chi-5-greater-noida-greater_noida-for-rs-22000/8a9f8b8a98482b7101984844b8f501f6/detail
2 BHK Flat In Gaur City 7th Avenue for Rent  In 7th Avenue,,25000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-7th-avenue-greater_noida-for-rs-25000/8a9f91a29c03a178019c04b8ed9e3943/detail
2 BHK Apartment In Stellar Mi Citihomes for Rent  In Omicron Iii,Stellar Mi Citihomes,23000,1110,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-23000/8a9f8a8997c691c70197c6eb27a616eb/detail
"2 BHK Apartment In Amrapali Golf Homes for Rent  In  Noida Extension, Greater Noida",Amrapali Golf Homes,20000,945,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-20000/8a9fa783950947fc0195096273440970/detail
3 BHK Flat In Panscheel Greens 1 for Rent  In Panchsheel Greens,,24000,1590,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panchsheel-greens-greater_noida-for-rs-24000/8aa9b6c09c65b0a8019c65e9bb671999/detail
3 BHK Apartment In Aims Green Avenue for Rent  In Sector 4,Aims Green Avenue,21000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-21000/8aa9b9159b3f4a01019b40a15e6d0b98/detail
3 BHK Apartment In Eco Village 2 Supertech  for Rent  In Eco Village 2,Eco village 2 Supertech,26000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eco-village-2-greater_noida-for-rs-26000/8aa9b5bd9c64d4a2019c659c0ed66907/detail
"3 BHK Apartment In Ats Happy Trails, Sector-10 for Rent  In Sector-10","ATS Happy Trails, Sector-10",26000,1385,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-26000/8aa9a9929c64d496019c655765224390/detail
3 BHK Flat In 1st Avenue for Rent  In Sector 4,,20000,1360,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-20000/8a9fa98499be5d910199beac21391cb4/detail
"3 BHK Apartment In Ats Allure for Rent  In  Yamuna Expressway,",Ats Allure,14000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--yamuna-expressway--greater_noida-for-rs-14000/8a9f8b87985655860198566027f40306/detail
3 BHK Flat In Amrapali Golf Homes & Kingswood for Rent  In Sector 4,,24000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-24000/8a9f91829c64d587019c64f716fd056f/detail
3 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,15000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-15000/8a9fd582861be1cc01861c62ac6063a4/detail
3 BHK Apartment In Saviour Greenarch for Rent  In Amrapali Dream Valley,Saviour Greenarch,28000,1160,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-dream-valley-noida-for-rs-28000/8a9f93ef72d59b520172db253a5578c2/detail
2 BHK Apartment In Eros Sampoornam for Rent  In Patwari,Eros Sampoornam,9000,855,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-patwari-greater_noida-for-rs-9000/8a9f86617203764d017203da18991945/detail
3 BHK Apartment In Gaur Saundaryam for Rent  In Tech Zone Iv,Gaur Saundaryam,35000,1650,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-35000/8a9f92d776238eee0176239f721b04b8/detail
3 BHK Flat In I Tower 14 Avenue for Rent  In Gaur Chowk,,26000,1375,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-chowk-ghaziabad-for-rs-26000/8a9fbc827d278f1b017d27bc7cc81961/detail
"3 BHK Apartment In Dev Sai - Sportshome for Rent  In  Noida Extension, Greater Noida",Dev Sai - Sportshome,35000,1365,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-35000/8a9f82a29c0a4868019c0cd2ed6d2268/detail
4 BHK Apartment In Ace Divino Noida for Rent  In Ace Divino Noida,Ace Divino noida,50000,1875,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-ace-divino-noida-greater_noida-for-rs-50000/8a9f87088e708e88018e70a5ed8f0bc9/detail
"3 BHK Apartment In Nirala Aspire Gold for Rent  In Nirala Aspire, Gh-03, Sector 16, Panchsheel Greens 2, Greater Noida, Ithaira, Uttar Pradesh 201318, India",Nirala Aspire Gold,22000,1365,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nirala-aspire-gh-03-sector-16-panchsheel-greens-2-greater-noida-ithaira-uttar-pradesh-201318-india-greater_noida-for-rs-22000/8aa9aef39af6ca1b019af6fe1ba009dd/detail
"3 BHK Flat In Gaur 7th Avenue for Rent  In 7th Avenue, Gaur City Road",,25000,1050,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-7th-avenue-gaur-city-road-noida-for-rs-25000/8a9fe68489a206cc0189a2c7e3be5813/detail
"3 BHK Apartment In Paramount Golf Foreste for Rent  In Surajpur,",Paramount Golf Foreste,22000,1450,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur--greater_noida-for-rs-22000/8a9f8a37717f7f3d0171824ac60a4833/detail
3 BHK Flat In Cherry County for Rent  In Cherry County,,32000,1521,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-cherry-county-greater_noida-for-rs-32000/8aa9b0c69c5b63a2019c5c7a54a96d33/detail
4+ BHK Flat In Stellar Mi Legacy for Rent  In Sector Zeta I,,38000,2738,,4+ BHK,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-sector-zeta-i-noida-for-rs-38000/ff8081816e3114da016e356b29f67b05/detail
"2 BHK Apartment In Earthcon Casa Grande 1 for Rent  In Cgj4+5m6, Chi V, Greater Noida, Uttar Pradesh 201312, India",Earthcon Casa Grande 1,22000,1025,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-cgj4%2b5m6-chi-v-greater-noida-uttar-pradesh-201312-india-greater_noida-for-rs-22000/8a9f8b86988e193801988e23389503e5/detail
2 BHK Apartment In Eldeco Residency Greens for Rent  In Eachachhar,Eldeco Residency Greens,15000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eachachhar-greater_noida-for-rs-15000/8aa9ab5f9b7f3c1e019b7f85acd11245/detail
3 BHK Flat In Shri Radha Sky Garden  for Rent  In Greater Noida,,25000,1465,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-greater-noida-noida-for-rs-25000/8a9f87d370b0438c0170b82585933e9a/detail
3 BHK Apartment In Today Homes King's  for Rent  In Omega Iv,Today homes King&#39;s,20000,1500,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omega-iv-greater_noida-for-rs-20000/8a9fc1837df58f73017df5afc49a113a/detail
"3 BHK Apartment In Amrapali Golf Homes,  Noida Extension, Greater Noida for Rent  In  Noida Extension,","Amrapali Golf Homes,  Noida Extension, Greater Noida",24000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension--greater_noida-for-rs-24000/8a9f87438e66b13a018e671c005024b3/detail
3 BHK Apartment In Ats Allure for Rent  In Yamuna Expy,ATS ALLURE,25000,1750,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-yamuna-expy-greater_noida-for-rs-25000/8a9f8b86970c4fdb01970cb3bed128f0/detail
3 BHK Flat In Supertech Ecovillage for Rent  In Sector 4,,19000,1270,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-19000/8a9f8b4391471e6f0191477d3b821d3b/detail
3 BHK Flat In Ats Homekraft Nobility for Rent  In Noida Extension Greater Noida West,,40000,1700,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-greater_noida-for-rs-40000/8a9fa683944a665901944a88f0b50af8/detail
2 BHK Apartment In Avj Heights for Rent  In Avj Heights,AVJ HEIGHTS,15000,1050,,2 BHK,"Family, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-avj-heights-greater_noida-for-rs-15000/8a9fad82795a3cf001795ad6436545e2/detail
"3 BHK Flat In Awho Phase Iv ,twin Towers for Rent  In Sector Omega 1",,24000,1970,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-omega-1-greater_noida-for-rs-24000/8a9fe98286f23e7b0186f2c0cdfe156a/detail
