full_title,society_name,rent,area_sqft,apartment_type,preferred_tenants,link,Locality
3 BHK Apartment In Panchsheel Greens for Rent  In Sector 16 B,Panchsheel Greens,27000,1325,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b-noida-for-rs-27000/8aa9a6fd9c5260c0019c527e070a0688/detail,Sector 16
3 BHK Apartment In Aarcity Regency Park for Rent  In Noida Extension Greater Noida West,Aarcity Regency Park,21500,1360,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-greater_noida-for-rs-21500/8a9f8fc391faeed20191fb3ee7541665/detail,Noida Extension
2 BHK Apartment In Shri Radha Sky Gardens  for Rent  In Sector 16b,Shri Radha Sky Gardens,21000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-21000/8aa9b70b9c2bc0e1019c2c8222944acf/detail,Sector 16b
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension, Greater Noida",Amrapali Terrace Homes,21000,1400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-21000/8aa9ba339c608a65019c61096006362b/detail,Noida Extension
"3 BHK Apartment In Rb Edifice for Rent  In Sector 1,",RB Edifice,20000,1300,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-20000/8aa9b1f99b10f0ec019b11419b8b21b4/detail,Sector 1
"2 BHK Apartment In Ska Greenarch Sector 16 B for Rent  In Ska Greenarch Society, Sector 16b, Greater Noida West, Noida Up-201306",Ska greenarch sector 16 B,21000,1000,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ska-greenarch-society-sector-16b-greater-noida-west-noida-up-201306-greater_noida-for-rs-21000/8aa9ba4d9c483c5e019c4b521d51162d/detail,Sector 16
3 BHK Apartment In Srpl Flora Heritage for Rent  In Sector 1,SRPL Flora Heritage,24000,1252,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-24000/8aa9a3ed9c4fd181019c5077677c3a37/detail,Sector 1
"3 BHK Apartment In Nbcc Kingswood Golf Homes for Rent  In B1, Near Galaxy Blue Sapphire Plaza, Haibatpur, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201309, India",NBCC Kingswood Golf Homes,21000,1115,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-b1-near-galaxy-blue-sapphire-plaza-haibatpur-sector-4-greater-noida-ghaziabad-uttar-pradesh-201309-india-noida-for-rs-21000/8a9f9b88983ad8e001983b350de42638/detail,Sector 4
4 BHK Apartment In Ace Platinum for Rent  In Zeta I,ACE Platinum,30000,1950,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-zeta-i-noida-for-rs-30000/8a9f82c29b3a24f8019b3b52e7084b09/detail,Zeta I
3 BHK Apartment In Amrapali Kingswood Smart City-golf Homes for Rent  In Greater Noida West,Amrapali kingswood smart city-golf homes,24000,1342,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-greater-noida-west-noida-for-rs-24000/8aa9a9109bf087c4019bf2769c544bb7/detail,Greater Noida West
"2 BHK Apartment In Gaur City 2 for Rent  In 1920, 7th Ave Society Rd, Gaur City 1, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201009, India",Gaur City 2,26000,1078,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-1920-7th-ave-society-rd-gaur-city-1-sector-4-greater-noida-ghaziabad-uttar-pradesh-201009-india-noida-for-rs-26000/8a9fb7839412f20801941339d0dc0ef3/detail,Sector 4
3 BHK Apartment In Gaur City for Rent  In Sector-4,Gaur City,50000,1560,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-50000/8a9fa982787a3ba001787aaabee60629/detail,Gaur City
3 BHK Apartment In Hawelia Valenova Park for Rent  In Tech Zone Iv,Hawelia Valenova Park,30000,1870,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-30000/8a9fa8839a0fe234019a1046be622666/detail,Tech Zone Iv
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,27000,1440,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-27000/8aa9b67e9b2ab0ae019b2ac2b12105df/detail,Tech Zone Iv
2 BHK Apartment In Amrapali Leisure Park for Rent  In Noida Extension,Amrapali Leisure Park,20000,955,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-20000/8a9f8e038fdac484018fdb99ae220482/detail,Noida Extension
2 BHK Apartment In Ajnara Le Garden for Rent  In Sector 16,Ajnara Le Garden,19000,950,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-19000/8aa9b7039c38a733019c3b27a5f155bf/detail,Sector 16
"2 BHK Apartment In Devika Gold Homz, Bisrakh Jalalpur for Rent  In Sector 1","Devika Gold Homz, Bisrakh Jalalpur",17000,765,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-17000/8a9f82029b0d82f5019b0d8d7de30234/detail,Sector 1
3 BHK Apartment In Arihant Ambar  for Rent  In Sector 1,Arihant Ambar,24000,1465,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-24000/8a9f827d8d2b1491018d2bd3c5f2234c/detail,Sector 1
"3 BHK Apartment In Amrapali Terrace Homes, Noida Extension, Greater Noida for Rent  In Terrace Homes Entrance Gate","Amrapali Terrace Homes, Noida Extension, Greater Noida",22000,1400,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-terrace-homes-entrance-gate-greater_noida-for-rs-22000/8aa9a8339c323280019c3312387853c8/detail,Noida Extension
3 BHK Apartment In Aba Cherry County for Rent  In Greater Noida,ABA Cherry County,30000,1200,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-greater-noida-noida-for-rs-30000/8a9f878598d6a7ed0198d6b3ad0d04d0/detail,Greater Noida
1 BHK Apartment In Renowned Lotus Park for Rent  In Surajpur,Renowned Lotus Park,11500,680,1,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-11500/8a9f88438f0f769e018f0fb88940215d/detail,Surajpur
2 BHK Apartment In Gaurs Gaur City 1 for Rent  In Sector 4,Gaurs Gaur City 1,20000,1179,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-20000/8a9f89849623b02a019623c8734209e6/detail,Sector 4
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,18000,1100,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-18000/8a9f8f03918ca49201918cfbff9d0fa3/detail,Sector 4
"3 BHK Apartment In Panchsheel Hynish, Noida Extension for Rent  In Bisrakh Jalalpur","Panchsheel Hynish, Noida Extension",30000,1550,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-30000/8a9f8ec492f5974f0192f5c4b51b0dc9/detail,Noida Extension
"2 BHK Apartment In Mahagun Mantraa 2 for Rent  In  Sector 10,",Mahagun Mantraa 2,20000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-10--greater_noida-for-rs-20000/8aa9bb4f9a9f374e019a9f8e4b561512/detail,Sector 10
2 BHK Apartment In Parsvanath Edens for Rent  In Sector Alpha Ii,Parsvanath Edens,22000,1180,2,"Family, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-alpha-ii-greater_noida-for-rs-22000/8aa9ae389c2e5436019c2ed13b331d06/detail,Alpha Ii
2 BHK Apartment In Victory One Amara for Rent  In Sector 16,Victory One Amara,19000,1050,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-19000/8aa9a32c9c1d9ee2019c1dc9f41a13e5/detail,Sector 16
3 BHK Apartment In Ats Happy Trails for Rent  In Sector 10,ATS Happy Trails,28000,1165,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-noida-for-rs-28000/8aa9a1729c608a4a019c6117e4183c0c/detail,Sector 10
"3 BHK Apartment In Amrapali Castle for Rent  In Yamuna Expressway, Greater Noida",Amrapali Castle,20000,1325,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-yamuna-expressway-greater-noida-greater_noida-for-rs-20000/8a9f85438e1e2a81018e1e9fd5204afd/detail,Greater Noida
2 BHK Apartment In Senior Citizen Home Complex for Rent  In Phi Ii,Senior Citizen Home Complex,18000,1100,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-phi-ii-greater_noida-for-rs-18000/8a9f86e1716888ca01716ce6da4e70be/detail,Phi Ii
2 BHK Apartment In Galaxy Royal for Rent  In Sector 16 C,Galaxy Royal,21000,1050,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-c-greater_noida-for-rs-21000/8a9f91829c405ab3019c4118f8812788/detail,Sector 16
3 BHK Apartment In Ats Happy Trails for Rent  In Sector 10,ATS Happy Trails,32000,1625,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-noida-for-rs-32000/8a9f8e438e32c3b9018e3318fdf7334e/detail,Sector 10
2 BHK Apartment In Ajnara Le Garden for Rent  In Sector 16,Ajnara Le Garden,17000,990,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-17000/8aa9b8169c292dba019c2a21cb703c89/detail,Sector 16
2 BHK Apartment In 16th Avenue for Rent  In Gaur City 2,16th Avenue,18000,960,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-18000/8a9f8cc3902a974a01902b08b01835de/detail,Gaur City 2
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 1,Amrapali Golf Homes,21000,1200,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-21000/8aa997f09c2cd3c9019c2cec4d690a30/detail,Sector 1
4+ BHK Apartment In Panchsheel Greens for Rent  In Sector 16 B,Panchsheel Greens,40000,2400,4,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-sector-16-b-greater_noida-for-rs-40000/8a9fb78283880ed701838834072b17ab/detail,Sector 16
"3 BHK Apartment In Himalaya Pride for Rent  In Noida Extension, Greater Noida",Himalaya Pride,24000,1440,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-noida-for-rs-24000/8a9f8e85974dfa4701974e021e430233/detail,Noida Extension
"3 BHK Apartment In Stellar Mi Legacy, Zeta I for Rent  In Zeta I","Stellar Mi Legacy, Zeta I",25000,2200,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-25000/8a9f8a839106bf300191070d42091769/detail,Zeta I
2 BHK Apartment In Hawelia Valenova Park for Rent  In Tech Zone Iv,Hawelia Valenova Park,22000,1275,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-22000/8a9f82c29c2d501b019c2d89cfa10b12/detail,Tech Zone Iv
"2 BHK Apartment In Amrapali Tropical Garden for Rent  In Plot No. Gh 05, Sector Tech Zone 4, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318, India",Amrapali Tropical Garden,17000,885,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-plot-no--gh-05-sector-tech-zone-4-amrapali-dream-valley-greater-noida-uttar-pradesh-201318-india-greater_noida-for-rs-17000/8a9f98838ecc6757018ecc7bea2b083e/detail,Tech Zone
"2 BHK Apartment In Diamond Villas for Rent  In Ff-211a, Greater Noida W Rd, Centre, Gaur City 2, Greater Noida, Ghaziabad, Uttar Pradesh 201009, India",Diamond Villas,15000,800,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ff-211a-greater-noida-w-rd-centre-gaur-city-2-greater-noida-ghaziabad-uttar-pradesh-201009-india-greater_noida-for-rs-15000/8aa9b38f9b3a242e019b3b6f564b0836/detail,Gaur City 2
2 BHK Apartment In Amrapali Kingswood for Rent  In Sector 4,Amrapali Kingswood,20000,1180,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-20000/8aa9acca9a805154019a80a9f97c12b8/detail,Sector 4
3 BHK Apartment In Amrapali Leisure Park for Rent  In Tech Zone Iv,Amrapali Leisure Park,20000,1150,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-20000/8a9f8c8596b8303c0196b8828cc4161b/detail,Tech Zone Iv
4 BHK Apartment In Awho Gurjinder Vihar for Rent  In Chi Ii,AWHO Gurjinder Vihar,25000,2100,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-chi-ii-greater_noida-for-rs-25000/8aa9b2a59c556190019c55cfa0d13475/detail,Chi Ii
2 BHK Apartment In Newtech La Galaxia for Rent  In Surajpur,Newtech La Galaxia,14000,899,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-14000/8a9fa28594a5bf560194a6151d4c1269/detail,Surajpur
3 BHK Apartment In Jkg Palm Court for Rent  In Sector 16,JKG Palm Court,32000,1325,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-32000/8aa9b7029a6d8038019a6d84e2f200e9/detail,Sector 16
2 BHK Apartment In Authority Villas for Rent  In Sector 3,Authority Villas,15000,1200,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-3-greater_noida-for-rs-15000/8a9f8fc3932ea29101932ecd158310ea/detail,Sector 3
"3 BHK Apartment In Coco County, Sector 10, Greater Noida West for Rent  In Sector 10, Greater Noida West","Coco County, Sector 10, Greater Noida West",24000,1052,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater-noida-west-noida-for-rs-24000/8aa9c46a9b3a244f019b3b375cff6d66/detail,Sector 10
3 BHK Apartment In Gulshan Bellina for Rent  In Sector 16,Gulshan Bellina,30000,1330,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-30000/8a9f91a29c337b40019c3547aa041ee9/detail,Sector 16
3 BHK Apartment In Parsvnath Estate for Rent  In Sector Omega 1,Parsvnath Estate,30000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-omega-1-greater_noida-for-rs-30000/8a9f82029c2e54c2019c2ea916a70c55/detail,Omega
"3 BHK Apartment In Ajnara Le Garden for Rent  In , Sector 16b,",Ajnara Le Garden,19000,920,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-16b--greater_noida-for-rs-19000/8aa997dc9c320e5b019c3279996c293e/detail,Sector 16b
3 BHK Apartment In Gaur City 2 for Rent  In Gaur City 2,Gaur City 2,25000,1300,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-greater_noida-for-rs-25000/8a9fa78395db22960195db345650053c/detail,Gaur City 2
2 BHK Apartment In Arihant Arden for Rent  In Sector 1,Arihant Arden,25000,1090,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-25000/8aa9b4df9c2729eb019c279cbb1037cf/detail,Sector 1
3 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,20000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-20000/8a9f91038ffbd02e018ffc2e39a42a9b/detail,Sector 22d
"3 BHK Apartment In Vaibhav Heritage Height, Noida Extension, Noida for Rent  In Noida Extension, Noida","Vaibhav Heritage Height, Noida Extension, Noida",23500,1450,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-noida-greater_noida-for-rs-23500/8aa9b6c79c1c4de9019c1caaf0fc14e7/detail,Noida Extension
3 BHK Apartment In Panchsheel Greens 1 for Rent  In Sector 16 B,Panchsheel Greens 1,27300,1590,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b-noida-for-rs-27300/8a9f82229b6fc975019b717b9273160a/detail,Sector 16
"2 BHK Apartment In Panchsheel Greens 2, Sector 16b for Rent  In Sector 16b","Panchsheel Greens 2, Sector 16B",23000,1105,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-23000/8aa985949bc0ae5f019bc1b968176cc2/detail,Sector 16b
"2 BHK Apartment In Nx Avenue for Rent  In Nx One Avenue., West) U.p, Techzone 4, Amrapali Dream Valley, Greater Noida, Uttar Pradesh, India",nx avenue,21000,1150,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nx-one-avenue--west%26-41%3b-u-p-techzone-4-amrapali-dream-valley-greater-noida-uttar-pradesh-india-greater_noida-for-rs-21000/8a9fb88395bb60ed0195bb7eee410179/detail,Greater Noida
3 BHK Apartment In Antalya Heights Near Knowledge Park  for Rent  In Jalpura Main,Antalya Heights near knowledge park,18000,1150,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalpura-main-greater_noida-for-rs-18000/8a9f8d839a6c2645019a6c5a0765133e/detail,Knowledge Park
2 BHK Apartment In Mahagun Mantra 2  for Rent  In Sector 10,Mahagun Mantra 2,19000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-19000/8aa9b88f9aaa6048019aaacff3e939ff/detail,Sector 10
4 BHK Apartment In French Apartments for Rent  In Sector 16b,French Apartments,30000,1764,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-30000/8a9fa7839588bd18019588ce8cdd0541/detail,Sector 16b
3 BHK Apartment In Kbnows Apartment for Rent  In Sector 16,Kbnows Apartment,20000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-20000/8a9f8a839574ff360195750de1340451/detail,Sector 16
2 BHK Apartment In Victoryone Central for Rent  In Sector 12,Victoryone Central,15500,995,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-12-greater_noida-for-rs-15500/8a9f9f838b7fa6c1018b8033826c5195/detail,Sector 12
2 BHK Apartment In French Apartments for Rent  In Sector 2,French Apartments,19000,786,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-2-noida-for-rs-19000/8a9f8cc38d3418f0018d3499955927e4/detail,Sector 2
"2 BHK Apartment In Rg Luxury Homes for Rent  In  Noida Extension, Greater Noida",RG Luxury Homes,22000,1230,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-greater-noida-noida-for-rs-22000/8a9f82829c1201d8019c12ee20e135ab/detail,Noida Extension
3 BHK Apartment In Ace Divino for Rent  In Sector 1,ACE DIVINO,40000,1600,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-40000/8a9ff18284e075b30184e1110e8c6769/detail,Sector 1
2 BHK Apartment In Ats Homekraft Happy Trails for Rent  In Sector 10,ATS HomeKraft Happy Trails,24000,1165,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-noida-for-rs-24000/8a9faa84962e6a8701962e8213380a46/detail,Sector 10
2 BHK Apartment In Amrapali Golf Homes for Rent  In  Noida Extension,Amrapali Golf Homes,18000,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-greater_noida-for-rs-18000/8a9f9b8495bc42a60195bca533133194/detail,Noida Extension
3 BHK Apartment In Nimbus Express Park View I for Rent  In Chi V,Nimbus Express Park View I,14000,1458,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chi-v-noida-for-rs-14000/ff8081816f239b74016f2815544708ca/detail,Chi V
"3 BHK Apartment In Newtech La Palacia for Rent  In Tower B, Newtech La Palacia, Amrapali Dream Valley, Greater Noida, Ithaira, Uttar Pradesh 201318, India",Newtech La Palacia,22000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tower-b-newtech-la-palacia-amrapali-dream-valley-greater-noida-ithaira-uttar-pradesh-201318-india-greater_noida-for-rs-22000/8a9fa9849924469c01992488f34a1807/detail,Greater Noida
2 BHK Apartment In Imperia The Sephyra for Rent  In Sector 25,Imperia The Sephyra,20000,900,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-25-greater_noida-for-rs-20000/8a9f8483903ec30401903edd66100ae5/detail,Sector 25
2 BHK Apartment In Silver Om for Rent  In Sector 16b,silver om,17000,900,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-17000/8a9f9343919c84f701919cf53a473873/detail,Sector 16b
3 BHK Apartment In Uppal Plumeria Garden Estate for Rent  In Omicron 3,Uppal Plumeria Garden Estate,28000,1900,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-3-greater_noida-for-rs-28000/8aa986b99c1727d1019c17dfb02c411a/detail,Omicron
1 BHK Apartment In Supertech Eco Village 3 Oxford Square for Rent  In Sector 16b,SuperTech Eco Village 3 Oxford Square,50000,590,1,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-50000/8a9f8bc3916f1a8c01916f6207ac1fa6/detail,Sector 16b
"2 BHK Apartment In Capital Athena for Rent  In Sector 1 Noida Extension, Sector 1, Greater Noida, Uttar Pradesh 201306, India",Capital Athena,22000,789,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-extension-sector-1-greater-noida-uttar-pradesh-201306-india-greater_noida-for-rs-22000/8a9f8c8b98ea5d640198ea865bde0eb5/detail,Sector 1
3 BHK Apartment In Supertech Czar Suites for Rent  In Omicron,Supertech Czar Suites,24000,1730,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-greater_noida-for-rs-24000/8a9f91a29c03a178019c044809db2124/detail,Omicron
2 BHK Apartment In Gaur Atulyam Gravity for Rent  In Omicron I,Gaur Atulyam Gravity,23000,1040,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-i-noida-for-rs-23000/8aa9b9f69c1d9ece019c1dcf66931688/detail,Omicron I
3 BHK Apartment In White Orchid  for Rent  In Gaur City 2,White Orchid,28000,1290,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-28000/8a9f868b6f675457016f69d4b5871c8f/detail,Gaur City 2
4+ BHK Apartment In Panchsheel Greens for Rent  In Sector 16 B,Panchsheel Greens,45000,2393,4,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-sector-16-b-noida-for-rs-45000/8aa9b3729c2174c3019c2235ec0547db/detail,Sector 16
2 BHK Apartment In Himalaya Pride for Rent  In Techzone 4 Noida Extension,Himalaya Pride,21000,1127,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-techzone-4-noida-extension-greater_noida-for-rs-21000/8aa9b5d79c217466019c220b5fe332d2/detail,Noida Extension
1 BHK Apartment In Shri Radha Sky Garden for Rent  In Sector 16b,Shri Radha Sky Garden,15000,1000,1,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-15000/8aa9949f9bf953fd019bfa0663f75921/detail,Sector 16b
2 BHK Apartment In Sam Palm Olympia for Rent  In Sector 16c,Sam Palm Olympia,23500,1457,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16c-noida-for-rs-23500/8a9f9a839aaf8739019aafd0d8e2080e/detail,Sector 16c
2 BHK Apartment In Amrapali Kingswood for Rent  In Noida Extension,Amrapali Kingswood,17000,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-17000/8aa999f79c072af5019c076c6ab80288/detail,Noida Extension
3 BHK Apartment In Amrapali Kingswood for Rent  In Noida Extension,Amrapali Kingswood,24000,1546,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-24000/8aa9ae8d9c0a4794019c0af371623348/detail,Noida Extension
3 BHK Apartment In Ska Metro Ville for Rent  In Eta Ii,SKA Metro Ville,40000,1285,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-40000/8a9f9b8495f4e9660195f4f26cdd0262/detail,Eta Ii
3 BHK Apartment In Centurian Park Terrace Homes for Rent  In Noida Extension Greater Noida West,Centurian Park Terrace Homes,23000,1600,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-greater_noida-for-rs-23000/8aa9b2569c0dedf6019c0e008cba0603/detail,Noida Extension
"2 BHK Apartment In Nbcc Kingswood Golf Homes, Greater Noida West for Rent  In Nbcc Golf Homes","NBCC Kingswood Golf Homes, Greater Noida West",18000,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nbcc-golf-homes-noida-for-rs-18000/8a9fb8839a1fc2d8019a1fce0b8202e6/detail,Greater Noida West
2 BHK Apartment In Ajnara Homes for Rent  In Noida Extension,Ajnara Homes,19000,880,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-19000/8aa9b9689c1c4e1e019c1cbc9db81d4d/detail,Noida Extension
3 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension,Amrapali Terrace Homes,22000,1185,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-22000/8a9fa4838bad88cb018badbd977432da/detail,Noida Extension
2 BHK Apartment In Presithum Phase 2 for Rent  In Sector 25,Presithum Phase 2,15000,1270,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-25--greater_noida-for-rs-15000/8a9fa283961e83ee01961efa58872a7c/detail,Sector 25
3 BHK Apartment In French Apartments for Rent  In Sector 16b,French Apartments,26000,1459,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-26000/8a9f8c8392e23f080192e2a7c7320f99/detail,Sector 16b
"3 BHK Apartment In Ska Greenarch for Rent  In 1912, Tower Orchid, Ska Greenarch Rd, Near 1 Murti Gol Chakkar, Bhangel, Greater Noida, Ithaira, Uttar Pradesh 201318, India",ska greenarch,26000,1220,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-1912-tower-orchid-ska-greenarch-rd-near-1-murti-gol-chakkar-bhangel-greater-noida-ithaira-uttar-pradesh-201318-india-greater_noida-for-rs-26000/8aa999469c08c7d1019c0979a6e64c36/detail,Greater Noida
3 BHK Apartment In Gaur City 1st  Avenue Gc1 for Rent  In Gaur City 1 Noida Extension,Gaur City 1st  Avenue GC1,24000,1360,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-1-noida-extension-greater_noida-for-rs-24000/8a9f8cc3915adbe201915b3d0ca5292d/detail,Gaur City 1
3 BHK Apartment In Ats Allure for Rent  In Sector22d,Ats Allure,10000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector22d-greater_noida-for-rs-10000/8a9f8a4492316f57019231de56401611/detail,Sector22d
